seed,episode,episode_sequence,sample_count,last_day,terminal_observed,generated_score_mean,generated_expert_js_divergence,rolling_js_mean
184,3795,3796,98,98,0,0.10221688821911812,0.6931471805599454,0.691506903555949
184,3796,3797,98,98,0,0.11152063910754359,0.6913192782991435,0.691506903555949
184,3797,3798,98,98,0,0.11119946624551501,0.6913192782991435,0.6915069035559491
184,3798,3799,98,98,0,0.11261348251481446,0.6913192782991435,0.6915069035559491
184,3799,3800,98,98,0,0.10199594026317402,0.6931471805599452,0.691525182578557
184,3800,3801,98,98,0,0.11163511058809805,0.6913192782991435,0.691525182578557
184,3801,3802,98,98,0,0.11046227136132669,0.6913192782991435,0.6915069035559491
184,3802,3803,98,98,0,0.11159349453388429,0.6913192782991435,0.6915069035559491
184,3803,3804,98,98,0,0.11131189527864359,0.6924749809658147,0.6915184605826158
184,3804,3805,98,98,0,0.11244645851607225,0.6913192782991435,0.6915184605826157
184,3805,3806,98,98,0,0.11147501684573231,0.6913192782991435,0.6915184605826158
184,3806,3807,98,98,0,0.11237951618980388,0.6913192782991435,0.6915184605826158
184,3807,3808,98,98,0,0.11352338231339747,0.6913192782991435,0.6915184605826158
184,3808,3809,98,98,0,0.11219463717876649,0.6913192782991435,0.6915184605826157
184,3809,3810,98,98,0,0.1116484458349189,0.6913192782991435,0.6915184605826158
184,3810,3811,98,98,0,0.11287220308975297,0.6913192782991435,0.6915184605826158
184,3811,3812,98,98,0,0.11115991993218052,0.6913192782991435,0.6915184605826158
184,3812,3813,98,98,0,0.11133786442936683,0.6913192782991435,0.6915184605826158
184,3813,3814,98,98,0,0.1107746751180717,0.6913192782991435,0.6915184605826158
184,3814,3815,98,98,0,0.11148788582305519,0.6913192782991435,0.6915001815600078
184,3815,3816,98,98,0,0.11124805551098317,0.6913192782991435,0.6914886245333411
184,3816,3817,98,98,0,0.11188270189628309,0.6913192782991435,0.691488624533341
184,3817,3818,98,98,0,0.11078617835835534,0.6913192782991435,0.691488624533341
184,3818,3819,98,98,0,0.11215905480238857,0.6913192782991435,0.6914886245333411
184,3819,3820,98,98,0,0.11086708238842535,0.6913192782991435,0.691488624533341
184,3820,3821,98,98,0,0.1113217197054503,0.6913192782991435,0.691488624533341
184,3821,3822,98,98,0,0.10195698361007535,0.6931471805599454,0.691506903555949
184,3822,3823,98,98,0,0.11139448116324385,0.6913192782991435,0.6914886245333411
184,3823,3824,98,98,0,0.11172959071641066,0.6913192782991435,0.6914886245333411
184,3824,3825,98,98,0,0.11325952661584834,0.6913192782991435,0.691488624533341
184,3825,3826,98,98,0,0.11170052151594843,0.6913192782991435,0.691488624533341
184,3826,3827,98,98,0,0.11205974928274447,0.6913192782991435,0.6914886245333411
184,3827,3828,98,98,0,0.10246590395667116,0.6931471805599454,0.6915069035559491
184,3828,3829,98,98,0,0.11131402660085231,0.6913192782991435,0.691488624533341
184,3829,3830,98,98,0,0.1117578601198537,0.6913192782991435,0.691488624533341
184,3830,3831,98,98,0,0.11099869119269508,0.6913192782991435,0.6914886245333411
184,3831,3832,98,98,0,0.11146371332662446,0.6913192782991435,0.6914886245333411
184,3832,3833,98,98,0,0.11131628731987914,0.6913192782991435,0.691488624533341
184,3833,3834,98,98,0,0.11143021217110205,0.6913192782991435,0.691488624533341
184,3834,3835,98,98,0,0.11136364868404913,0.6913192782991435,0.6914886245333411
184,3835,3836,98,98,0,0.11191913660387603,0.6913192782991435,0.6914886245333411
184,3836,3837,98,98,0,0.11145261948814197,0.6913192782991435,0.691488624533341
184,3837,3838,98,98,0,0.11056774550554704,0.6913192782991435,0.6914770675066744
184,3838,3839,98,98,0,0.11195571325263198,0.6913192782991435,0.6914770675066744
184,3839,3840,98,98,0,0.10193313871111188,0.6931471805599452,0.6914770675066744
184,3840,3841,98,98,0,0.11154195628300005,0.6913192782991435,0.6914770675066744
184,3841,3842,98,98,0,0.11175328622363051,0.6913192782991435,0.6914770675066744
184,3842,3843,98,98,0,0.11128482572278198,0.6913192782991435,0.6914770675066744
184,3843,3844,98,98,0,0.11144786510540515,0.6913192782991435,0.6914770675066744
184,3844,3845,98,98,0,0.11077057022829445,0.6913192782991435,0.6914770675066744
184,3845,3846,98,98,0,0.11455520805047482,0.6913192782991435,0.6914770675066744
184,3846,3847,98,98,0,0.10225718225143393,0.6931471805599452,0.6914953465292824
184,3847,3848,98,98,0,0.11285956987008756,0.6913192782991435,0.6914953465292824
184,3848,3849,98,98,0,0.111708509146559,0.6913192782991435,0.6914953465292824
184,3849,3850,98,98,0,0.11129822962138118,0.6913192782991435,0.6914953465292824
184,3850,3851,98,98,0,0.11230523253277856,0.6913192782991435,0.6914953465292824
184,3851,3852,98,98,0,0.11205294363352718,0.6913192782991435,0.6914953465292826
184,3852,3853,98,98,0,0.1113360726407596,0.6913192782991435,0.6914953465292824
184,3853,3854,98,98,0,0.11284531356424701,0.6913192782991435,0.6914770675066744
184,3854,3855,98,98,0,0.10132685379714382,0.6931471805599452,0.6914953465292824
184,3855,3856,98,98,0,0.11157538627787512,0.6913192782991435,0.6914953465292824
184,3856,3857,98,98,0,0.11155864786432713,0.6913192782991435,0.6914953465292824
184,3857,3858,98,98,0,0.11037045907305211,0.6913192782991435,0.6914953465292824
184,3858,3859,98,98,0,0.11137662995226529,0.6913192782991435,0.6914953465292824
184,3859,3860,98,98,0,0.11178100648887303,0.6913192782991435,0.6914953465292826
184,3860,3861,98,98,0,0.1117189005777544,0.6913192782991435,0.6914953465292824
184,3861,3862,98,98,0,0.11116161706800363,0.6913192782991435,0.6914953465292824
184,3862,3863,98,98,0,0.10250319760977006,0.6931471805599452,0.6915136255518903
184,3863,3864,98,98,0,0.11100627481937408,0.6913192782991435,0.6915136255518906
184,3864,3865,98,98,0,0.11156052465037423,0.6913192782991435,0.6915136255518903
184,3865,3866,98,98,0,0.11157160343564286,0.6913192782991435,0.6915136255518903
184,3866,3867,98,98,0,0.1119339716221605,0.6913192782991435,0.6915136255518903
184,3867,3868,92,92,1,0.11332722105409788,0.691285632891281,0.6915132890978118
184,3868,3869,98,98,0,0.11108436009713582,0.6913192782991435,0.6915132890978118
184,3869,3870,98,98,0,0.11144137359699424,0.6913192782991435,0.6915132890978117
184,3870,3871,98,98,0,0.11106005546693899,0.6913192782991435,0.6915132890978117
184,3871,3872,98,98,0,0.11152946454833965,0.6913192782991435,0.6915132890978118
184,3872,3873,98,98,0,0.11250781457947225,0.6913192782991435,0.6915132890978118
184,3873,3874,98,98,0,0.11127349194519374,0.6913192782991435,0.6915132890978117
184,3874,3875,98,98,0,0.11134826490769581,0.6913192782991435,0.6915132890978118
184,3875,3876,98,98,0,0.11166797912850672,0.6913192782991435,0.6915132890978118
184,3876,3877,98,98,0,0.11148461053261952,0.6913192782991435,0.6915132890978117
184,3877,3878,98,98,0,0.11176672258547374,0.6913192782991435,0.6915132890978117
184,3878,3879,98,98,0,0.11249016795535477,0.6913192782991435,0.6915132890978118
184,3879,3880,98,98,0,0.11149107467155067,0.6913192782991435,0.6915132890978118
184,3880,3881,98,98,0,0.1019918568888489,0.6931471805599454,0.6915315681204198
184,3881,3882,98,98,0,0.10200374117311166,0.6931471805599452,0.6915315681204197
184,3882,3883,98,98,0,0.1114070049049903,0.6913192782991435,0.6915315681204198
184,3883,3884,98,98,0,0.11155890300869942,0.6913192782991435,0.6915315681204198
184,3884,3885,98,98,0,0.11144782215052722,0.6913192782991435,0.6915315681204198
184,3885,3886,98,98,0,0.11169786964144025,0.6913192782991435,0.6915315681204197
184,3886,3887,98,98,0,0.11157098997916494,0.6913192782991435,0.6915315681204198
184,3887,3888,98,98,0,0.11185808586222785,0.6913192782991435,0.6915315681204198
184,3888,3889,98,98,0,0.11137162833189478,0.6913192782991435,0.6915315681204198
184,3889,3890,98,98,0,0.11141567753285778,0.6913192782991435,0.6915315681204197
184,3890,3891,98,98,0,0.11174699238368443,0.6913192782991435,0.6915315681204198
184,3891,3892,98,98,0,0.1117169016934171,0.6913192782991435,0.6915132890978118
184,3892,3893,98,98,0,0.11136241462461803,0.6913192782991435,0.6915132890978118
184,3893,3894,98,98,0,0.11066091965351786,0.6913192782991435,0.6915132890978117
184,3894,3895,98,98,0,0.11194091632354017,0.6913192782991435,0.6915132890978118
184,3895,3896,98,98,0,0.11127202212810516,0.6913192782991435,0.6914950100752039
184,3896,3897,98,98,0,0.11370394325682096,0.6913192782991435,0.6914950100752038
184,3897,3898,98,98,0,0.11143650456654783,0.6913192782991435,0.6914950100752038
184,3898,3899,98,98,0,0.11181114157851861,0.6913192782991435,0.6914950100752038
184,3899,3900,98,98,0,0.11130807244656038,0.6913192782991435,0.6914767310525959
184,3900,3901,98,98,0,0.11161936279766414,0.6913192782991435,0.6914767310525957
184,3901,3902,98,98,0,0.11388874814218404,0.6913192782991435,0.6914767310525957
184,3902,3903,98,98,0,0.11148693435350243,0.6913192782991435,0.6914767310525957
184,3903,3904,98,98,0,0.11186168304815584,0.6913192782991435,0.6914651740259291
184,3904,3905,98,98,0,0.11112674903504703,0.6913192782991435,0.6914651740259291
184,3905,3906,98,98,0,0.11209945661985145,0.6913192782991435,0.6914651740259291
184,3906,3907,98,98,0,0.11159387458952105,0.6913192782991435,0.6914651740259291
184,3907,3908,98,98,0,0.11105332097836904,0.6913192782991435,0.6914651740259291
184,3908,3909,98,98,0,0.1115889733239096,0.6913192782991435,0.6914651740259291
184,3909,3910,98,98,0,0.11133271699049035,0.6913192782991435,0.6914651740259291
184,3910,3911,98,98,0,0.11144333621677087,0.6913192782991435,0.6914651740259291
184,3911,3912,98,98,0,0.11126066949598644,0.6913192782991435,0.6914651740259289
184,3912,3913,94,94,1,0.11207235493558518,0.6912970974821565,0.6914649522177592
184,3913,3914,98,98,0,0.11120006852612203,0.6913192782991435,0.6914649522177592
184,3914,3915,98,98,0,0.11096227138626333,0.6913192782991435,0.691464952217759
184,3915,3916,73,73,1,0.11411735497108877,0.6911616177418094,0.6914633756121857
184,3916,3917,98,98,0,0.11352485281472303,0.6913192782991435,0.6914633756121858
184,3917,3918,98,98,0,0.11161631376159434,0.6913192782991435,0.6914633756121858
184,3918,3919,98,98,0,0.11126526095429246,0.6913192782991435,0.6914633756121857
184,3919,3920,98,98,0,0.1119001917541027,0.6913192782991435,0.6914633756121858
184,3920,3921,98,98,0,0.11117949868951525,0.6913192782991435,0.6914633756121858
184,3921,3922,98,98,0,0.11412940942207161,0.6913192782991435,0.6914450965895779
184,3922,3923,98,98,0,0.11096633621016327,0.6913192782991435,0.6914450965895778
184,3923,3924,98,98,0,0.11152852204989414,0.6913192782991435,0.6914450965895778
184,3924,3925,98,98,0,0.11182178488495398,0.6913192782991435,0.6914450965895779
184,3925,3926,98,98,0,0.11213498060800592,0.6913192782991435,0.6914450965895779
184,3926,3927,98,98,0,0.11196954191035154,0.6913192782991435,0.6914450965895778
184,3927,3928,98,98,0,0.11210849599874749,0.6913192782991435,0.6914268175669698
184,3928,3929,98,98,0,0.10202163906425846,0.6931471805599452,0.6914450965895779
184,3929,3930,98,98,0,0.11088940653265739,0.6913192782991435,0.6914450965895779
184,3930,3931,98,98,0,0.11134875672204154,0.6913192782991435,0.6914450965895778
184,3931,3932,98,98,0,0.11139297797059526,0.6913192782991435,0.6914450965895778
184,3932,3933,98,98,0,0.11177394615144146,0.6913192782991435,0.6914450965895779
184,3933,3934,98,98,0,0.10302920761157056,0.6931471805599452,0.6914633756121858
184,3934,3935,98,98,0,0.11141296080788787,0.6913192782991435,0.6914633756121857
184,3935,3936,98,98,0,0.1117043717175114,0.6913192782991435,0.6914633756121857
184,3936,3937,98,98,0,0.11137672011949579,0.6924749809658147,0.6914749326388525
184,3937,3938,98,98,0,0.11145341175855422,0.6913192782991435,0.6914749326388525
184,3938,3939,98,98,0,0.1113677154086074,0.6913192782991435,0.6914749326388525
184,3939,3940,98,98,0,0.1115435526079061,0.6913192782991435,0.6914566536162445
184,3940,3941,98,98,0,0.11105343129257766,0.6913192782991435,0.6914566536162445
184,3941,3942,98,98,0,0.11138203321975104,0.6913192782991435,0.6914566536162445
184,3942,3943,98,98,0,0.11137775103656614,0.6913192782991435,0.6914566536162445
184,3943,3944,98,98,0,0.11183421595060096,0.6913192782991435,0.6914566536162444
184,3944,3945,98,98,0,0.1123097291862478,0.6913192782991435,0.6914566536162445
184,3945,3946,98,98,0,0.11227608753406272,0.6913192782991435,0.6914566536162445
184,3946,3947,98,98,0,0.1115035317382034,0.6913192782991435,0.6914383745936366
184,3947,3948,98,98,0,0.11213719791599683,0.6913192782991435,0.6914383745936363
184,3948,3949,98,98,0,0.11281555731381689,0.6913192782991435,0.6914383745936366
184,3949,3950,98,98,0,0.11224305857809222,0.6913192782991435,0.6914383745936366
184,3950,3951,98,98,0,0.11099549322103967,0.6913192782991435,0.6914383745936366
184,3951,3952,98,98,0,0.11154508879598306,0.6913192782991435,0.6914383745936363
184,3952,3953,98,98,0,0.1119217690916694,0.6913192782991435,0.6914383745936366
184,3953,3954,98,98,0,0.11198542419136787,0.6913192782991435,0.6914383745936366
184,3954,3955,98,98,0,0.11111228152805445,0.6913192782991435,0.6914200955710286
184,3955,3956,98,98,0,0.11194473231325344,0.6913192782991435,0.6914200955710283
184,3956,3957,98,98,0,0.1113172847093368,0.6913192782991435,0.6914200955710286
184,3957,3958,98,98,0,0.11164012596923478,0.6913192782991435,0.6914200955710286
184,3958,3959,98,98,0,0.1113727228069792,0.6913192782991435,0.6914200955710283
184,3959,3960,98,98,0,0.1126849709876946,0.6913192782991435,0.6914200955710283
184,3960,3961,98,98,0,0.1111820992462489,0.6913192782991435,0.6914200955710286
184,3961,3962,98,98,0,0.11167862327123175,0.6913192782991435,0.6914200955710286
184,3962,3963,92,92,1,0.11291085572346397,0.691285632891281,0.6914014800943419
184,3963,3964,98,98,0,0.11252421505597172,0.6913192782991435,0.6914014800943419
184,3964,3965,98,98,0,0.11177666097575305,0.6913192782991435,0.6914014800943419
184,3965,3966,98,98,0,0.11157346988210873,0.6913192782991435,0.6914014800943419
184,3966,3967,98,98,0,0.11170809396675654,0.6913192782991435,0.6914014800943419
184,3967,3968,98,98,0,0.11085644478396493,0.6913192782991435,0.6914018165484204
184,3968,3969,98,98,0,0.11368590973469676,0.6913192782991435,0.6914018165484204
184,3969,3970,98,98,0,0.11110834944613125,0.6913192782991435,0.6914018165484205
184,3970,3971,98,98,0,0.11088707503311489,0.6913192782991435,0.6914018165484205
184,3971,3972,98,98,0,0.11185008021337646,0.6913192782991435,0.6914018165484204
184,3972,3973,98,98,0,0.11141367492323019,0.6913192782991435,0.6914018165484204
184,3973,3974,98,98,0,0.11097878506597207,0.6913192782991435,0.6914018165484205
184,3974,3975,98,98,0,0.11399423399445963,0.6913192782991435,0.6914018165484205
184,3975,3976,98,98,0,0.11126205173073983,0.6913192782991435,0.6914018165484204
184,3976,3977,98,98,0,0.10193557702765173,0.6931471805599452,0.6914200955710286
184,3977,3978,98,98,0,0.10182727394359452,0.6931471805599452,0.6914383745936366
184,3978,3979,98,98,0,0.11128595022826779,0.6913192782991435,0.6914383745936366
184,3979,3980,98,98,0,0.11172139515378038,0.6913192782991435,0.6914383745936366
184,3980,3981,98,98,0,0.11277509465509532,0.6913192782991435,0.6914200955710283
184,3981,3982,98,98,0,0.11160275370490794,0.6913192782991435,0.6914018165484205
184,3982,3983,98,98,0,0.11153157876462352,0.6913192782991435,0.6914018165484205
184,3983,3984,98,98,0,0.11126576295616675,0.6913192782991435,0.6914018165484204
184,3984,3985,98,98,0,0.1123195508000802,0.6913192782991437,0.6914018165484204
184,3985,3986,98,98,0,0.11124535262280581,0.6924749809658147,0.6914133735750871
184,3986,3987,98,98,0,0.11066373422437785,0.6913192782991435,0.6914133735750871
184,3987,3988,98,98,0,0.11131488501417394,0.6913192782991435,0.6914133735750871
184,3988,3989,98,98,0,0.11301401721275582,0.6913192782991435,0.6914133735750871
184,3989,3990,98,98,0,0.11095966505152839,0.6913192782991435,0.6914133735750871
184,3990,3991,98,98,0,0.11262268284145667,0.6913192782991435,0.6914133735750871
184,3991,3992,98,98,0,0.11200574572597231,0.6913192782991435,0.6914133735750871
184,3992,3993,98,98,0,0.11145717148878137,0.6913192782991435,0.6914133735750871
184,3993,3994,98,98,0,0.11223343622927763,0.6913192782991435,0.6914133735750871
184,3994,3995,98,98,0,0.11116058364206431,0.6913192782991435,0.6914133735750871
184,3995,3996,98,98,0,0.1118177528284034,0.6913192782991435,0.6914133735750871
184,3996,3997,98,98,0,0.11118824323829339,0.6913192782991435,0.6914133735750871
184,3997,3998,98,98,0,0.11220282970034347,0.6913192782991435,0.6914133735750871
184,3998,3999,98,98,0,0.11031898430415563,0.6913192782991435,0.6914133735750871
184,3999,4000,98,98,0,0.11187693856808605,0.6913192782991435,0.6914133735750871
184,4000,4001,98,98,0,0.10174670503759871,0.6931471805599454,0.6914316525976953
184,4001,4002,98,98,0,0.11180235574744185,0.6913192782991435,0.6914316525976951
184,4002,4003,98,98,0,0.11131701055838138,0.6913192782991435,0.6914316525976951
184,4003,4004,98,98,0,0.11090634345095984,0.6913192782991435,0.6914316525976951
184,4004,4005,98,98,0,0.11259868163235333,0.6913192782991435,0.6914316525976951
184,4005,4006,98,98,0,0.11128658740496149,0.6913192782991435,0.6914316525976951
184,4006,4007,98,98,0,0.1115085550260787,0.6913192782991435,0.6914316525976951
184,4007,4008,98,98,0,0.11104849824795918,0.6913192782991435,0.6914316525976951
184,4008,4009,98,98,0,0.11181975954345294,0.6913192782991435,0.6914316525976951
184,4009,4010,98,98,0,0.11187730281024563,0.6913192782991435,0.6914316525976951
184,4010,4011,98,98,0,0.11178303137421608,0.6913192782991435,0.6914316525976951
184,4011,4012,98,98,0,0.11286951426644715,0.6913192782991435,0.6914316525976953
184,4012,4013,98,98,0,0.11116307814206396,0.6913192782991435,0.6914318744058651
184,4013,4014,98,98,0,0.11190728729172629,0.6913192782991435,0.6914318744058651
184,4014,4015,98,98,0,0.11194870339668526,0.6913192782991435,0.6914318744058652
184,4015,4016,98,98,0,0.11137903899866708,0.6913192782991435,0.6914334510114385
184,4016,4017,98,98,0,0.11137357498614156,0.6913192782991435,0.6914334510114384
184,4017,4018,98,98,0,0.11096790372108926,0.6913192782991435,0.6914334510114384
184,4018,4019,98,98,0,0.11082995454875791,0.6913192782991435,0.6914334510114385
184,4019,4020,79,79,1,0.11396391482292852,0.6912040995841253,0.6914322992242883
184,4020,4021,98,98,0,0.11128772863624048,0.6913192782991435,0.6914322992242882
184,4021,4022,98,98,0,0.11221871266559678,0.6913192782991435,0.6914322992242882
184,4022,4023,98,98,0,0.11214389211061049,0.6913192782991435,0.6914322992242883
184,4023,4024,73,73,1,0.1140643448045809,0.6911616177418094,0.691430722618715
184,4024,4025,98,98,0,0.11189427462463476,0.6913192782991435,0.6914307226187149
184,4025,4026,98,98,0,0.11262943063463483,0.6913192782991435,0.6914307226187149
184,4026,4027,98,98,0,0.11209139760051455,0.6913192782991435,0.691430722618715
184,4027,4028,98,98,0,0.11119617506557582,0.6913192782991435,0.691430722618715
184,4028,4029,98,98,0,0.11090990939006513,0.6913192782991435,0.6914124435961068
184,4029,4030,98,98,0,0.11129352108252291,0.6913192782991435,0.6914124435961068
184,4030,4031,98,98,0,0.11197210376968189,0.6913192782991435,0.691412443596107
184,4031,4032,98,98,0,0.11191932933062923,0.6913192782991435,0.691412443596107
184,4032,4033,98,98,0,0.11122524783927568,0.6913192782991435,0.6914124435961068
184,4033,4034,98,98,0,0.1110701106336652,0.6913192782991435,0.6913941645734988
184,4034,4035,98,98,0,0.10226073062845639,0.6931471805599452,0.691412443596107
184,4035,4036,98,98,0,0.11101132106720185,0.6913192782991435,0.691412443596107
184,4036,4037,98,98,0,0.11163086094418351,0.6913192782991435,0.6914008865694402
184,4037,4038,98,98,0,0.11112939817260722,0.6913192782991435,0.6914008865694402
184,4038,4039,98,98,0,0.1128208220613246,0.6913192782991435,0.6914008865694402
184,4039,4040,98,98,0,0.111165566559957,0.6913192782991435,0.6914008865694402
184,4040,4041,98,98,0,0.1109365784392065,0.6913192782991435,0.6914008865694402
184,4041,4042,98,98,0,0.11150940560868808,0.6913192782991435,0.6914008865694402
184,4042,4043,98,98,0,0.11133216846050048,0.6913192782991435,0.6914008865694402
184,4043,4044,98,98,0,0.11154146484878598,0.6913192782991435,0.6914008865694402
184,4044,4045,98,98,0,0.11205583103761381,0.6913192782991435,0.6914008865694402
184,4045,4046,98,98,0,0.11160651723645171,0.6913192782991435,0.6914008865694402
184,4046,4047,98,98,0,0.11099426129034587,0.6913192782991435,0.6914008865694402
184,4047,4048,98,98,0,0.11102635991208408,0.6913192782991435,0.6914008865694402
184,4048,4049,56,56,1,0.11694956517645291,0.6910181446864346,0.6913978752333131
184,4049,4050,98,98,0,0.11237874376226445,0.6913192782991435,0.6913978752333131
184,4050,4051,98,98,0,0.11220149847925925,0.6913192782991435,0.6913978752333131
184,4051,4052,98,98,0,0.11133012852194357,0.6913192782991435,0.6913978752333131
184,4052,4053,98,98,0,0.11314819996454278,0.6913192782991435,0.6913978752333131
184,4053,4054,98,98,0,0.11229222495945132,0.6913192782991435,0.6913978752333131
184,4054,4055,98,98,0,0.11127710167546662,0.6913192782991435,0.6913978752333131
184,4055,4056,98,98,0,0.11079710212593176,0.6913192782991435,0.6913978752333131
184,4056,4057,98,98,0,0.11148026859273716,0.6913192782991435,0.6913978752333131
184,4057,4058,98,98,0,0.11271661504799006,0.6913192782991435,0.6913978752333131
184,4058,4059,98,98,0,0.11164498435599464,0.6913192782991435,0.6913978752333131
184,4059,4060,98,98,0,0.10207090937361425,0.6931471805599452,0.6914161542559211
184,4060,4061,98,98,0,0.11294529108064515,0.6913192782991435,0.6914161542559211
184,4061,4062,98,98,0,0.11372051152343653,0.6913192782991435,0.6914161542559211
184,4062,4063,98,98,0,0.11207166952746254,0.6913192782991435,0.6914164907099998
184,4063,4064,98,98,0,0.11142705958716724,0.6913192782991435,0.6914164907099996
184,4064,4065,98,98,0,0.1147066905182235,0.6913192782991435,0.6914164907099998
184,4065,4066,98,98,0,0.11106619687408817,0.6913192782991435,0.6914164907099998
184,4066,4067,98,98,0,0.11295225775363493,0.6913192782991435,0.6914164907099996
184,4067,4068,98,98,0,0.11097390569594441,0.6913192782991435,0.6914164907099998
184,4068,4069,98,98,0,0.1107242787066771,0.6913192782991435,0.6914164907099998
184,4069,4070,98,98,0,0.11233299050708206,0.6913192782991435,0.6914164907099998
184,4070,4071,98,98,0,0.11085826150920926,0.6913192782991435,0.6914164907099996
184,4071,4072,98,98,0,0.11085277446070496,0.6913192782991435,0.6914164907099998
184,4072,4073,98,98,0,0.11097550567011444,0.6913192782991435,0.6914164907099998
184,4073,4074,98,98,0,0.110847429657469,0.6913192782991435,0.6914164907099998
184,4074,4075,98,98,0,0.11236086457359548,0.6913192782991435,0.6914164907099996
184,4075,4076,98,98,0,0.11177346672938794,0.6913192782991435,0.6914164907099998
184,4076,4077,98,98,0,0.11195744855367408,0.6913192782991435,0.6913982116873918
184,4077,4078,98,98,0,0.11325642192850308,0.6913192782991435,0.6913799326647837
184,4078,4079,98,98,0,0.11203860879248502,0.6913192782991435,0.6913799326647836
184,4079,4080,98,98,0,0.11101363082321322,0.6913192782991435,0.6913799326647836
184,4080,4081,98,98,0,0.11129550065617172,0.6913192782991435,0.6913799326647837
184,4081,4082,98,98,0,0.1117180049875561,0.6913192782991435,0.6913799326647836
184,4082,4083,98,98,0,0.11175676047497866,0.6913192782991435,0.6913799326647836
184,4083,4084,98,98,0,0.11121580133936843,0.6913192782991435,0.6913799326647837
184,4084,4085,98,98,0,0.11204691809050892,0.6913192782991435,0.6913799326647837
184,4085,4086,98,98,0,0.11167781594760563,0.6913192782991435,0.6913683756381169
184,4086,4087,98,98,0,0.10143677335308522,0.6931471805599452,0.6913866546607249
184,4087,4088,98,98,0,0.11193127899753805,0.6913192782991435,0.6913866546607249
184,4088,4089,98,98,0,0.11245993228287113,0.6913192782991435,0.6913866546607249
184,4089,4090,98,98,0,0.11287392250129155,0.6913192782991435,0.6913866546607249
184,4090,4091,98,98,0,0.11124865315398391,0.6913192782991435,0.6913866546607249
184,4091,4092,98,98,0,0.11528103144801392,0.6913192782991435,0.6913866546607249
184,4092,4093,98,98,0,0.10664438882044383,0.6931471805599452,0.691404933683333
184,4093,4094,98,98,0,0.1020878050096181,0.6931471805599452,0.6914232127059411
184,4094,4095,98,98,0,0.11245967204473456,0.6913192782991435,0.691423212705941
184,4095,4096,98,98,0,0.11200412522469248,0.6913192782991435,0.691423212705941
184,4096,4097,98,98,0,0.11153321150614291,0.6913192782991435,0.6914232127059411
184,4097,4098,98,98,0,0.11241079114225445,0.6913192782991435,0.6914232127059411
184,4098,4099,98,98,0,0.11164669692516327,0.6913192782991435,0.691423212705941
184,4099,4100,98,98,0,0.11205566575636669,0.6913192782991435,0.691423212705941
184,4100,4101,98,98,0,0.11128263738082379,0.6913192782991435,0.691404933683333
184,4101,4102,98,98,0,0.11199252489878207,0.6913192782991435,0.6914049336833331
184,4102,4103,98,98,0,0.10160547783788369,0.6931471805599454,0.691423212705941
184,4103,4104,98,98,0,0.11087497202109317,0.6913192782991435,0.691423212705941
184,4104,4105,98,98,0,0.11207627839579874,0.6913192782991437,0.6914232127059411
184,4105,4106,98,98,0,0.10170415211088803,0.6931471805599452,0.6914414917285491
184,4106,4107,98,98,0,0.11246250919541534,0.6913192782991435,0.691441491728549
184,4107,4108,98,98,0,0.11107927872514238,0.6913192782991435,0.691441491728549
184,4108,4109,98,98,0,0.11116883949357637,0.6913192782991435,0.6914414917285491
184,4109,4110,98,98,0,0.11160530651710471,0.6913192782991435,0.6914414917285491
184,4110,4111,98,98,0,0.11143802250830495,0.6913192782991435,0.691441491728549
184,4111,4112,98,98,0,0.11192966754339179,0.6913192782991435,0.691441491728549
184,4112,4113,98,98,0,0.11157971993088722,0.6913192782991435,0.6914414917285491
184,4113,4114,98,98,0,0.11232620165968428,0.6913192782991435,0.6914414917285491
184,4114,4115,98,98,0,0.11177853920630046,0.6913192782991435,0.691441491728549
184,4115,4116,98,98,0,0.11113604348228902,0.6913192782991435,0.691441491728549
184,4116,4117,98,98,0,0.11096050438224053,0.6913192782991435,0.6914414917285491
184,4117,4118,98,98,0,0.11165280176364646,0.6913192782991435,0.6914414917285491
184,4118,4119,98,98,0,0.1125903461052447,0.6913192782991435,0.691441491728549
184,4119,4120,98,98,0,0.11121478456319595,0.6913192782991435,0.6914426435156992
184,4120,4121,98,98,0,0.1110599270584632,0.6913192782991435,0.6914426435156993
184,4121,4122,98,98,0,0.11104835387395352,0.6913192782991435,0.6914426435156993
184,4122,4123,98,98,0,0.11130298757735564,0.6924749809658147,0.691454200542366
184,4123,4124,98,98,0,0.1112779294501762,0.6913192782991435,0.6914557771479392
184,4124,4125,98,98,0,0.110960275238874,0.6913192782991435,0.6914557771479393
184,4125,4126,98,98,0,0.11286619100339558,0.6913192782991435,0.6914557771479393
184,4126,4127,98,98,0,0.11170257521527154,0.6913192782991435,0.6914557771479393
184,4127,4128,98,98,0,0.11096398547595861,0.6913192782991435,0.6914557771479392
184,4128,4129,98,98,0,0.11155601142316449,0.6913192782991435,0.6914557771479393
184,4129,4130,98,98,0,0.10173609419440736,0.6931471805599454,0.6914740561705472
184,4130,4131,98,98,0,0.11170737171659664,0.6913192782991435,0.6914740561705472
184,4131,4132,98,98,0,0.11094631201454572,0.6913192782991435,0.6914740561705471
184,4132,4133,98,98,0,0.10216425640546546,0.6931471805599452,0.6914923351931553
184,4133,4134,98,98,0,0.11421256132271825,0.6913192782991435,0.6914923351931553
184,4134,4135,98,98,0,0.11529389502746719,0.6913192782991435,0.6914740561705472
184,4135,4136,98,98,0,0.11099948391926531,0.6913192782991435,0.6914740561705471
